id,beach,region,file,license,author,sourcePageUrl,imageUrl,metadataStatus,batch,verificationNote
380,Agios Nikolaos,Halkidiki,Pirgos Beach Agios Nikolaos Chalkidiki 001.jpg,CC BY-SA 3.0,Christaras A,https://commons.wikimedia.org/wiki/File%3APirgos%20Beach%20Agios%20Nikolaos%20Chalkidiki%20001.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Pirgos%20Beach%20Agios%20Nikolaos%20Chalkidiki%20001.jpg&width=800,candidate-report-verified,twenty-seventh-pass,"Commons Beaches of Chalkidiki category and exact title identify Pirgos Beach at Agios Nikolaos, Chalkidiki; visual QA shows the beach."
425,Megali Ammos,Halkidiki,"Megali Ammos Beach, Ammouliani.jpg",CC BY-SA 4.0,DocWoKav,https://commons.wikimedia.org/wiki/File%3AMegali%20Ammos%20Beach%2C%20Ammouliani.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Megali%20Ammos%20Beach%2C%20Ammouliani.jpg&width=800,candidate-report-verified,fourteenth-pass,"Commons title and description identify Megali Ammos Beach, Ammouliani; visual QA shows the beach."
448,Tourkolimnionas,Halkidiki,"Tourkolimano Beach, Sykia, Chalkidiki, Greece.jpg",CC BY-SA 2.0,ale3andro,https://commons.wikimedia.org/wiki/File%3ATourkolimano%20Beach%2C%20Sykia%2C%20Chalkidiki%2C%20Greece.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Tourkolimano%20Beach%2C%20Sykia%2C%20Chalkidiki%2C%20Greece.jpg&width=800,candidate-report-verified,fourteenth-pass,"Commons description identifies Tourkolimano Beach, Sykia, Chalkidiki; matched to Tourkolimnionas and visual QA shows the beach."
454,Voulitsa,Halkidiki,102 voulitsa.JPG,Public domain,Chryspan at English Wikipedia,https://commons.wikimedia.org/wiki/File%3A102%20voulitsa.JPG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/102%20voulitsa.JPG&width=800,candidate-report-verified,fourteenth-pass,"Commons filename identifies Voulitsa and description places the beach at Nea Roda, Chalkidiki; visual QA shows the sandy beach."
479,Paralia Agiou Mama,Halkidiki,"Agios Mamas beach, May 2015.jpg",CC BY-SA 3.0,Aristolaos,https://commons.wikimedia.org/wiki/File%3AAgios%20Mamas%20beach%2C%20May%202015.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Agios%20Mamas%20beach%2C%20May%202015.jpg&width=800,candidate-report-verified,fourteenth-pass,Commons description identifies Agios Mamas beach in Chalkidiki; visual QA shows the beach skyline.
594,Chrysi Akti,Chania,Παραλία Χρυσή Ακτή Χανίων.jpg,CC BY-SA 4.0,Cretan2014,https://commons.wikimedia.org/wiki/File%3A%CE%A0%CE%B1%CF%81%CE%B1%CE%BB%CE%AF%CE%B1%20%CE%A7%CF%81%CF%85%CF%83%CE%AE%20%CE%91%CE%BA%CF%84%CE%AE%20%CE%A7%CE%B1%CE%BD%CE%AF%CF%89%CE%BD.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/%CE%A0%CE%B1%CF%81%CE%B1%CE%BB%CE%AF%CE%B1%20%CE%A7%CF%81%CF%85%CF%83%CE%AE%20%CE%91%CE%BA%CF%84%CE%AE%20%CE%A7%CE%B1%CE%BD%CE%AF%CF%89%CE%BD.jpg&width=800,candidate-report-verified,fifteenth-pass,Commons filename/description identify Chrysi Akti beach west of Chania; visual QA shows the sandy beach.
815,Metallia,Thasos,Metalia Beach Thasos.jpg,CC BY-SA 4.0,DocWoKav,https://commons.wikimedia.org/wiki/File%3AMetalia%20Beach%20Thasos.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Metalia%20Beach%20Thasos.jpg&width=800,candidate-report-verified,twenty-sixth-pass,Commons category Metallia Beach is under Beaches of Thasos / Metallia Bay; visual QA shows the beach.
854,Skala Sotiros,Thasos,Olives trees at Scala Sotiros.jpg,CC BY-SA 4.0,DocWoKav,https://commons.wikimedia.org/wiki/File%3AOlives%20trees%20at%20Scala%20Sotiros.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Olives%20trees%20at%20Scala%20Sotiros.jpg&width=800,candidate-report-verified,twentieth-pass,"Commons description identifies Beach Scala Sotiros, Thasos; visual QA shows the shoreline/beach."
866,Alonaki Fanariou,Preveza,"Alonaki Beach, Preveza. Photo Harry Gouvas.jpg",CC BY-SA 4.0,Harrygouvas,https://commons.wikimedia.org/wiki/File%3AAlonaki%20Beach%2C%20Preveza.%20Photo%20Harry%20Gouvas.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Alonaki%20Beach%2C%20Preveza.%20Photo%20Harry%20Gouvas.jpg&width=800,candidate-report-verified,seventeenth-pass,"Commons filename/category identify Alonaki Beach, Preveza; visual QA shows the beach cove."
881,Paralia Mytika,Preveza,"Παραλία Φάρος, Μύτικας Πρέβεζας.jpg",CC BY-SA 4.0,Christina Kalamida,https://commons.wikimedia.org/wiki/File%3A%CE%A0%CE%B1%CF%81%CE%B1%CE%BB%CE%AF%CE%B1%20%CE%A6%CE%AC%CF%81%CE%BF%CF%82%2C%20%CE%9C%CF%8D%CF%84%CE%B9%CE%BA%CE%B1%CF%82%20%CE%A0%CF%81%CE%AD%CE%B2%CE%B5%CE%B6%CE%B1%CF%82.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/%CE%A0%CE%B1%CF%81%CE%B1%CE%BB%CE%AF%CE%B1%20%CE%A6%CE%AC%CF%81%CE%BF%CF%82%2C%20%CE%9C%CF%8D%CF%84%CE%B9%CE%BA%CE%B1%CF%82%20%CE%A0%CF%81%CE%AD%CE%B2%CE%B5%CE%B6%CE%B1%CF%82.jpg&width=800,candidate-report-verified,twenty-fifth-pass,"Commons Beaches of Preveza category and exact Greek title identify Faros beach at Mytikas, Preveza; visual QA shows the beach."
937,Galiskari Beach,Corfu,"Gialiskari Bay and Beach in Corfu, Greece (53698023643).jpg",CC BY 2.0,dronepicr,https://commons.wikimedia.org/wiki/File%3AGialiskari%20Bay%20and%20Beach%20in%20Corfu%2C%20Greece%20(53698023643).jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Gialiskari%20Bay%20and%20Beach%20in%20Corfu%2C%20Greece%20(53698023643).jpg&width=800,candidate-report-verified,thirteenth-pass,Exact Commons title identifies Gialiskari/Galiskari Bay and Beach in Corfu; visual QA shows the beach.
947,Marathias beach,Corfu,Marathias Strand.JPG,CC BY-SA 3.0,Hombre,https://commons.wikimedia.org/wiki/File%3AMarathias%20Strand.JPG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Marathias%20Strand.JPG&width=800,candidate-report-verified,thirteenth-pass,Commons category and title identify Marathias beach in Corfu; visual QA shows the sandy beach.
948,Moraitika Beach,Corfu,Beachlife Moraitika.JPG,CC BY-SA 3.0,Hombre,https://commons.wikimedia.org/wiki/File%3ABeachlife%20Moraitika.JPG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Beachlife%20Moraitika.JPG&width=800,candidate-report-verified,thirteenth-pass,Commons description identifies Moraitika Beach beach life; visual QA shows the beach.
954,Agios Stefanos,Corfu,"Agios Stefanos, Korfu.jpg",CC BY 2.5,Ondřej Žváček,https://commons.wikimedia.org/wiki/File%3AAgios%20Stefanos%2C%20Korfu.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Agios%20Stefanos%2C%20Korfu.jpg&width=800,candidate-report-verified,eighteenth-pass,Commons description/categories identify Agios Stefanos on northwest Corfu and Beaches of Corfu; visual QA shows the beach.
979,Paralia Agios Gordis,Corfu,Corfu Agios Gordis R01.jpg,CC BY 3.0,Marc Ryckaert (MJJR),https://commons.wikimedia.org/wiki/File%3ACorfu%20Agios%20Gordis%20R01.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Corfu%20Agios%20Gordis%20R01.jpg&width=800,candidate-report-verified,twenty-first-pass,Commons description/categories identify Agios Gordis/Gordios on Corfu; visual QA shows the beach and settlement.
987,Paralia Gardeno,Corfu,Gardeno Sandstrand.jpg,CC BY-SA 4.0,Allesineinem,https://commons.wikimedia.org/wiki/File%3AGardeno%20Sandstrand.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Gardeno%20Sandstrand.jpg&width=800,candidate-report-verified,thirteenth-pass,"Commons description identifies Gardenos/Gardeno sand beach near Lefkimmi, Corfu; visual QA shows the beach."
990,Paralia Kanoulas,Corfu,1 1 kanoula beach july 2025 u z (1).jpg,CC0,GinoOnassis,https://commons.wikimedia.org/wiki/File%3A1%201%20kanoula%20beach%20july%202025%20u%20z%20(1).jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/1%201%20kanoula%20beach%20july%202025%20u%20z%20(1).jpg&width=800,candidate-report-verified,twenty-sixth-pass,Commons category Kanoula Beach is under Lefkimmi (Corfu); visual QA shows the beach.
1003,Paralia Stelari,Corfu,1 stelari beach on july 2025.jpg,CC0,GinoOnassis,https://commons.wikimedia.org/wiki/File%3A1%20stelari%20beach%20on%20july%202025.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/1%20stelari%20beach%20on%20july%202025.jpg&width=800,candidate-report-verified,twenty-sixth-pass,Commons category Stelari beach is under Beaches of Corfu / Palaiokastritsa; visual QA shows the beach.
1007,Paralia Gyali,Corfu,Giali Beach (167655355).jpeg,CC BY 3.0,Romanos Kalamatianos,https://commons.wikimedia.org/wiki/File%3AGiali%20Beach%20(167655355).jpeg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Giali%20Beach%20(167655355).jpeg&width=800,candidate-report-verified,thirteenth-pass,Commons description identifies Giali Beach on the western shore of Corfu; visual QA shows the beach/cove.
1146,Agios Ioannis,Lefkada,Lefkada agios ioannis.jpg,Public domain,magrolino[1],https://commons.wikimedia.org/wiki/File%3ALefkada%20agios%20ioannis.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Lefkada%20agios%20ioannis.jpg&width=800,candidate-report-verified,twenty-second-pass,Commons description/categories identify Agios Ioannis Beach in Lefkada; visual QA shows the beach/coastline.
1261,Komi,Chios,Komi beach.jpg,CC BY-SA 3.0,Ailinaleixo,https://commons.wikimedia.org/wiki/File%3AKomi%20beach.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Komi%20beach.jpg&width=800,candidate-report-verified,fifteenth-pass,Exact Commons title identifies Komi beach; Commons category places it under beaches of Chios and visual QA shows the beach.
1322,Agios Isidoros,Lesvos,Agios Issidoros - 2004-07-26 - 11.JPG,Public domain,CoStef at English Wikipedia,https://commons.wikimedia.org/wiki/File%3AAgios%20Issidoros%20-%202004-07-26%20-%2011.JPG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Agios%20Issidoros%20-%202004-07-26%20-%2011.JPG&width=800,candidate-report-verified,thirteenth-pass,Commons description identifies an aerial photo of Agios Isidoros beach in Lesbos; visual QA shows the beach.
1433,Gomati,Lemnos,Παραλία Γομάτι.jpg,Attribution,"Kornoslimnos 09:59, 18 Απριλίου 2009 (UTC).

Original uploader was Kornoslimnos at el.wikipedia",https://commons.wikimedia.org/wiki/File%3A%CE%A0%CE%B1%CF%81%CE%B1%CE%BB%CE%AF%CE%B1%20%CE%93%CE%BF%CE%BC%CE%AC%CF%84%CE%B9.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/%CE%A0%CE%B1%CF%81%CE%B1%CE%BB%CE%AF%CE%B1%20%CE%93%CE%BF%CE%BC%CE%AC%CF%84%CE%B9.jpg&width=800,candidate-report-verified,nineteenth-pass,Commons description identifies Gomati beach in Lemnos and visual QA shows the beach/shore.
1441,Parthenomythos,Lemnos,Parthenomitos beach.jpg,Attribution,TB5050,https://commons.wikimedia.org/wiki/File%3AParthenomitos%20beach.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Parthenomitos%20beach.jpg&width=800,candidate-report-verified,fourteenth-pass,"Commons Greek description identifies Parthenomitos beach at Agia Sofia, Lemnos; matched to Parthenomythos and visual QA shows the beach."
1446,Agios Ioannis,Lemnos,Limnos Agios Giannis 01.JPG,CC BY 3.0,Alessandro Arzilli,https://commons.wikimedia.org/wiki/File%3ALimnos%20Agios%20Giannis%2001.JPG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Limnos%20Agios%20Giannis%2001.JPG&width=800,candidate-report-verified,nineteenth-pass,Commons description/categories identify Limnos Agios Giannis under Beaches of Lemnos; visual QA shows the beach.
1470,Chavouli,Lemnos,"Havouli beach in Lemnos island, Greece.jpg",Public domain,anthoula24,https://commons.wikimedia.org/wiki/File%3AHavouli%20beach%20in%20Lemnos%20island%2C%20Greece.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Havouli%20beach%20in%20Lemnos%20island%2C%20Greece.jpg&width=800,candidate-report-verified,fourteenth-pass,Commons title and description identify Havouli/Chavouli beach in Lemnos; visual QA shows the beach.
1478,Lepitsa,Argolida,Kranidi2.jpg,CC BY-SA 3.0,Alexander Gkionis,https://commons.wikimedia.org/wiki/File%3AKranidi2.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Kranidi2.jpg&width=800,candidate-report-verified,seventeenth-pass,Commons category and description identify Lepitsa Beach; visual QA shows the beach water/shore.
1494,Plaka Drepanou,Argolida,Παραλία Δρέπανου - Drepano Beach 1.jpg,CC BY-SA 4.0,Argymeg,https://commons.wikimedia.org/wiki/File%3A%CE%A0%CE%B1%CF%81%CE%B1%CE%BB%CE%AF%CE%B1%20%CE%94%CF%81%CE%AD%CF%80%CE%B1%CE%BD%CE%BF%CF%85%20-%20Drepano%20Beach%201.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/%CE%A0%CE%B1%CF%81%CE%B1%CE%BB%CE%AF%CE%B1%20%CE%94%CF%81%CE%AD%CF%80%CE%B1%CE%BD%CE%BF%CF%85%20-%20Drepano%20Beach%201.jpg&width=800,candidate-report-verified,twenty-fifth-pass,Commons category Drepano Beach and exact title identify Drepano beach; visual QA shows the shoreline used for Plaka Drepanou.
1588,Paralia Trinisa,Lakonia,"Gytheio – A small beach next to Trinisa, view from the sea.JPG",CC BY-SA 4.0,Zigomitros Athanasios,https://commons.wikimedia.org/wiki/File%3AGytheio%20%E2%80%93%20A%20small%20beach%20next%20to%20Trinisa%2C%20view%20from%20the%20sea.JPG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Gytheio%20%E2%80%93%20A%20small%20beach%20next%20to%20Trinisa%2C%20view%20from%20the%20sea.JPG&width=800,candidate-report-verified,twenty-second-pass,Commons description/categories identify a small beach next to Trinisa in Gytheio/Anatoliki Mani; visual QA shows the beach from the sea.
1699,Zorkos,Andros,Zorgos Beach1.jpg,CC BY-SA 2.0,giacomo.gasperini,https://commons.wikimedia.org/wiki/File%3AZorgos%20Beach1.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Zorgos%20Beach1.jpg&width=800,candidate-report-verified,twenty-sixth-pass,Commons category Zorgos contains multiple Zorgos Beach files; visual QA shows the beach on Andros.
1772,Klima,Ios,"Clima, Ios.JPG",Public domain,Rodoyla at Greek Wikipedia,https://commons.wikimedia.org/wiki/File%3AClima%2C%20Ios.JPG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Clima%2C%20Ios.JPG&width=800,candidate-report-verified,fourteenth-pass,Commons description identifies Clima/Klima beach in Ios; visual QA shows the beach.
1773,Kolitsani,Ios,"Kolitsani, Ios.JPG",Attribution,Thettalos at Greek Wikipedia,https://commons.wikimedia.org/wiki/File%3AKolitsani%2C%20Ios.JPG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Kolitsani%2C%20Ios.JPG&width=800,candidate-report-verified,fourteenth-pass,"Commons description identifies Kolitsani, Ios; visual QA shows the beach."
1808,Gialiskari,Kea,Κέα-Γυαλισκάρι.jpg,Public domain,dramoumar,https://commons.wikimedia.org/wiki/File%3A%CE%9A%CE%AD%CE%B1-%CE%93%CF%85%CE%B1%CE%BB%CE%B9%CF%83%CE%BA%CE%AC%CF%81%CE%B9.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/%CE%9A%CE%AD%CE%B1-%CE%93%CF%85%CE%B1%CE%BB%CE%B9%CF%83%CE%BA%CE%AC%CF%81%CE%B9.jpg&width=800,candidate-report-verified,seventeenth-pass,Commons description identifies Kea/Gialiskari beach; visual QA shows the beach.
1863,Agia Irini,Kythnos,Agia Eirini Kythnos 2018.jpg,CC BY-SA 4.0,FocalPoint,https://commons.wikimedia.org/wiki/File%3AAgia%20Eirini%20Kythnos%202018.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Agia%20Eirini%20Kythnos%202018.jpg&width=800,candidate-report-verified,fourteenth-pass,Exact Commons title identifies Agia Eirini on Kythnos. Commons metadata/description and visual QA confirm the specific beach.
1873,Zogkaki,Kythnos,Ζογκάκι.jpg,CC BY-SA 4.0,DNK GR,https://commons.wikimedia.org/wiki/File%3A%CE%96%CE%BF%CE%B3%CE%BA%CE%AC%CE%BA%CE%B9.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/%CE%96%CE%BF%CE%B3%CE%BA%CE%AC%CE%BA%CE%B9.jpg&width=800,candidate-report-verified,fourteenth-pass,Exact Greek Commons filename identifies Zogkaki beach on Kythnos. Commons metadata/description and visual QA confirm the specific beach.
1881,Levkes,Kythnos,Λεύκες 1.jpg,CC BY-SA 4.0,DNK GR,https://commons.wikimedia.org/wiki/File%3A%CE%9B%CE%B5%CF%8D%CE%BA%CE%B5%CF%82%201.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/%CE%9B%CE%B5%CF%8D%CE%BA%CE%B5%CF%82%201.jpg&width=800,candidate-report-verified,fourteenth-pass,Exact Greek Commons filename identifies Levkes beach. Commons metadata/description and visual QA confirm the specific beach.
1892,Si Mou Si,Kythnos,Παραλία Σιμουσί Κύθνος.jpg,CC BY-SA 4.0,OikEnvGR,https://commons.wikimedia.org/wiki/File%3A%CE%A0%CE%B1%CF%81%CE%B1%CE%BB%CE%AF%CE%B1%20%CE%A3%CE%B9%CE%BC%CE%BF%CF%85%CF%83%CE%AF%20%CE%9A%CF%8D%CE%B8%CE%BD%CE%BF%CF%82.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/%CE%A0%CE%B1%CF%81%CE%B1%CE%BB%CE%AF%CE%B1%20%CE%A3%CE%B9%CE%BC%CE%BF%CF%85%CF%83%CE%AF%20%CE%9A%CF%8D%CE%B8%CE%BD%CE%BF%CF%82.jpg&width=800,candidate-report-verified,fourteenth-pass,Exact Greek Commons filename identifies Simousi beach on Kythnos. Commons metadata/description and visual QA confirm the specific beach.
1894,Sklavos,Kythnos,Παραλία Σκλαβου από το Καστρο Ωριάς.jpg,CC BY-SA 4.0,DNK GR,https://commons.wikimedia.org/wiki/File%3A%CE%A0%CE%B1%CF%81%CE%B1%CE%BB%CE%AF%CE%B1%20%CE%A3%CE%BA%CE%BB%CE%B1%CE%B2%CE%BF%CF%85%20%CE%B1%CF%80%CF%8C%20%CF%84%CE%BF%20%CE%9A%CE%B1%CF%83%CF%84%CF%81%CE%BF%20%CE%A9%CF%81%CE%B9%CE%AC%CF%82.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/%CE%A0%CE%B1%CF%81%CE%B1%CE%BB%CE%AF%CE%B1%20%CE%A3%CE%BA%CE%BB%CE%B1%CE%B2%CE%BF%CF%85%20%CE%B1%CF%80%CF%8C%20%CF%84%CE%BF%20%CE%9A%CE%B1%CF%83%CF%84%CF%81%CE%BF%20%CE%A9%CF%81%CE%B9%CE%AC%CF%82.jpg&width=800,candidate-report-verified,fourteenth-pass,Exact Greek Commons filename identifies Sklavos beach from Kastro Orias. Commons metadata/description and visual QA confirm the specific beach.
1932,Pollonia,Milos,"Pollonia, Milos, 152933q.jpg",CC BY-SA 4.0,Zde,https://commons.wikimedia.org/wiki/File%3APollonia%2C%20Milos%2C%20152933q.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Pollonia%2C%20Milos%2C%20152933q.jpg&width=800,candidate-report-verified,fifteenth-pass,Commons categories identify Pollonia under Beaches of Milos and visual QA shows the beach/shore.
1939,Agia Anna,Mykonos,Mykonos Agia Anna 01.jpg,CC BY 3.0,Olaf Tausch,https://commons.wikimedia.org/wiki/File%3AMykonos%20Agia%20Anna%2001.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Mykonos%20Agia%20Anna%2001.jpg&width=800,candidate-report-verified,twenty-sixth-pass,Commons category Agia Anna (Mykonos) and exact file title identify Agia Anna on Mykonos; visual QA shows the bay/beach.
1994,Grotta,Naxos,Naxos Νάξος 2020-08-20 02 Chora Grotta and Vintzi beaches.jpg,CC BY-SA 4.0,Manfred Werner (Tsui),https://commons.wikimedia.org/wiki/File%3ANaxos%20%CE%9D%CE%AC%CE%BE%CE%BF%CF%82%202020-08-20%2002%20Chora%20Grotta%20and%20Vintzi%20beaches.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Naxos%20%CE%9D%CE%AC%CE%BE%CE%BF%CF%82%202020-08-20%2002%20Chora%20Grotta%20and%20Vintzi%20beaches.jpg&width=800,candidate-report-verified,twenty-third-pass,Commons description/categories explicitly identify Grotta Beach in Chora of Naxos; visual QA shows the coastline/beach area.
2093,Sykamia,Serifos,Συκαμιά Σερίφου 1923.jpg,CC BY-SA 4.0,C messier,https://commons.wikimedia.org/wiki/File%3A%CE%A3%CF%85%CE%BA%CE%B1%CE%BC%CE%B9%CE%AC%20%CE%A3%CE%B5%CF%81%CE%AF%CF%86%CE%BF%CF%85%201923.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/%CE%A3%CF%85%CE%BA%CE%B1%CE%BC%CE%B9%CE%AC%20%CE%A3%CE%B5%CF%81%CE%AF%CF%86%CE%BF%CF%85%201923.jpg&width=800,candidate-report-verified,fourteenth-pass,"Exact Greek Commons filename identifies Sykamia, Serifos. Commons metadata/description and visual QA confirm the specific beach."
2415,Paralia Elli,Rhodes,"Aerial view of Elli Beach and Akti Miaouli Beach, Rhodes, Greece (51698848208).jpg",CC BY 2.0,dronepicr,https://commons.wikimedia.org/wiki/File%3AAerial%20view%20of%20Elli%20Beach%20and%20Akti%20Miaouli%20Beach%2C%20Rhodes%2C%20Greece%20(51698848208).jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Aerial%20view%20of%20Elli%20Beach%20and%20Akti%20Miaouli%20Beach%2C%20Rhodes%2C%20Greece%20(51698848208).jpg&width=800,candidate-report-verified,twenty-sixth-pass,Commons category Elli Beach is under Beaches of Rhodes; visual QA shows Elli Beach from above.
