beachId,nameGr,nameEn,regionId,region,group,status,checkedAt,reason,candidateCount,acceptedImageUrl,sourcePageUrl
47,Πανόραμα,Panorama,attica-east-attica-mainland,East Attica,attica,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",6,,
48,Κακιά Θάλασσα,Kakia Thalassa,attica-east-attica-mainland,East Attica,attica,accepted,2026-06-28T13:18:28.246Z,"Exact Commons title identifies Kakia Thalassa at Keratea; visual QA shows the beach/cove, not a generic nearby landmark.",1,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Kakia%20Thalassa%20Keratea.jpg&width=800,https://commons.wikimedia.org/wiki/File%3AKakia%20Thalassa%20Keratea.jpg
49,Παραλία Κοκολόκο,Paralia Kokoloko,attica-east-attica-mainland,East Attica,attica,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
51,Ηλιόπουλος,Iliopoulos,attica-east-attica-mainland,East Attica,attica,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
53,Παραλία Σκάλες Αλθέας,Paralia Skales Altheas,attica-east-attica-mainland,East Attica,attica,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
54,Γαλάζια Ακτή,Galazia Akti,attica-east-attica-mainland,East Attica,attica,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
55,Αρμυρίκια,Armyrikia,attica-east-attica-mainland,East Attica,attica,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
56,Πόρτο Εννέα,Porto Ennea,attica-east-attica-mainland,East Attica,attica,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
60,Ευκάλυπτα,Evkalypta,attica-east-attica-mainland,East Attica,attica,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
62,Κεντρική παραλία Σαρωνίδας,Kentriki paralia Saronidas,attica-east-attica-mainland,East Attica,attica,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
63,Δεύτερη Παραλία Σαρωνίδας,Devteri Paralia Saronidas,attica-east-attica-mainland,East Attica,attica,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
64,Παραλία Μαύρο Λιθάρι,Paralia Mavro Lithari,attica-east-attica-mainland,East Attica,attica,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
65,Μαύρο Λιθάρι / Eden Beach,Mavro Lithari / Eden Beach,attica-east-attica-mainland,East Attica,attica,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
67,Όρμος Αγίου Νικολάου,Ormos Agiou Nikolaou,attica-east-attica-mainland,East Attica,attica,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
69,Παραλία Αγίου Νικολάου,Paralia Agiou Nikolaou,attica-east-attica-mainland,East Attica,attica,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
71,Πούντα Ζέζα,Pounta Zeza,attica-east-attica-mainland,East Attica,attica,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",2,,
72,Πασά,Pasa,attica-east-attica-mainland,East Attica,attica,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",2,,
73,Τσίου,Tsiou,attica-east-attica-mainland,East Attica,attica,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",2,,
75,Χάρακας,Charakas,attica-east-attica-mainland,East Attica,attica,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",2,,
76,Παραλία Λεγραινών,Paralia Legrainon,attica-east-attica-mainland,East Attica,attica,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
77,Παραλία ΚΑΠΕ,Paralia KAPE,attica-east-attica-mainland,East Attica,attica,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
3029,Ωρωπός Χαλκούτσι,Oropos Chalkoutsi,attica-east-attica-mainland,East Attica,attica,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
82,Αιγινήτισσα,Aiginitissa,attica-aegina,Aegina,argosaronic,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
85,Κλειδί,Klidi,attica-aegina,Aegina,argosaronic,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
86,Λουτρά,Loutra,attica-aegina,Aegina,argosaronic,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
88,Παραλία Καμάρες,Paralia Kamares,attica-aegina,Aegina,argosaronic,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",8,,
90,Παραλία Μαραθώνα Α,Paralia Marathona A,attica-aegina,Aegina,argosaronic,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
91,Παραλία Μαραθώνα Β,Paralia Marathona V,attica-aegina,Aegina,argosaronic,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
92,Παραλία Σαρπά,Paralia Sarpa,attica-aegina,Aegina,argosaronic,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
93,Τούρλος,Tourlos,attica-aegina,Aegina,argosaronic,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
3022,Αίγινα Μαραθώνας,Aigina Marathonas,attica-aegina,Aegina,argosaronic,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
97,Ξεκοφτή,Xekofti,attica-agistri,Agistri,argosaronic,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
98,Παραλία Μεγαλοχωρίου,Paralia Megalochoriou,attica-agistri,Agistri,argosaronic,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",3,,
101,Άγιος Νικόλαος,Agios Nikolaos,attica-hydra,Hydra,argosaronic,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",7,,
102,Αυλάκι,Avlaki,attica-hydra,Hydra,argosaronic,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",8,,
104,Καουμίθι,Kaoumithi,attica-hydra,Hydra,argosaronic,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
111,Καλάμι,Kalami,attica-kythira,Kythira,ionian,accepted,2026-06-28T13:36:21.853Z,Exact Commons title identifies Kalami beach in Kythira; visual QA shows the beach cove.,1,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Kalami%20beach%20in%20Kythira.jpg&width=800,https://commons.wikimedia.org/wiki/File%3AKalami%20beach%20in%20Kythira.jpg
112,Αμμούτσι,Ammoutsi,attica-kythira,Kythira,ionian,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
113,Καλόγεροι,Kalogeri,attica-kythira,Kythira,ionian,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
114,Παραλία Καρπάθι,Paralia Karpathi,attica-kythira,Kythira,ionian,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
116,Ῥουτσούνας,Routsounas,attica-kythira,Kythira,ionian,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
118,Παραλία Φούρνοι,Paralia Fourni,attica-kythira,Kythira,ionian,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
119,Αγία Πατρικία,Agia Patrikia,attica-kythira,Kythira,ionian,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
127,Παραλία Δίπορος,Paralia Diporos,attica-kythira,Kythira,ionian,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
128,Πετρίτης,Petritis,attica-kythira,Kythira,ionian,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
133,Λιμνιώνας,Limnionas,attica-kythira,Kythira,ionian,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",5,,
141,Κακόπετρα,Kakopetra,attica-kythira,Kythira,ionian,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
142,Φελωτή,Feloti,attica-kythira,Kythira,ionian,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
143,Λεφτό,Lefto,attica-kythira,Kythira,ionian,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
144,Καψάλι,Kapsali,attica-kythira,Kythira,ionian,rejected,2026-06-28T13:41:44.150Z,"Rejected after source/visual QA: Kapsali titles were exact, but the local montage did not provide a confirmable beach-specific tile under the strict no-unclear-photo rule.",8,,
145,Παραλία Σπαραγγάριο,Paralia Sparangario,attica-kythira,Kythira,ionian,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
148,Στενό Αυλάκι,Steno Avlaki,attica-kythira,Kythira,ionian,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
149,Παραλία Χαλκός,Paralia Chalkos,attica-kythira,Kythira,ionian,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
150,Βρουλέα,Vroulea,attica-kythira,Kythira,ionian,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
153,Άγιος Στέφανος,Agios Stefanos,attica-poros,Poros,argosaronic,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
157,Κανάλι,Kanali,attica-poros,Poros,argosaronic,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
159,Μικρό Νεώριο,Mikro Neorio,attica-poros,Poros,argosaronic,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
160,Μοναστήρι,Monastiri,attica-poros,Poros,argosaronic,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",3,,
161,Παραλία Ρώσικος Ναύσταθμος,Paralia Rosikos Navstathmos,attica-poros,Poros,argosaronic,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
163,Μικρό Λαμπρανό,Mikro Lamprano,attica-salamina,Salamina,argosaronic,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
3055,Δημήτρανι,Dimitrani,attica-salamina,Salamina,argosaronic,accepted,2026-06-28T13:25:28.670Z,Exact Commons title identifies Dimitrani; visual QA shows the beach/shoreline at the Dimitrani settlement.,1,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Dimitrani.jpg&width=800,https://commons.wikimedia.org/wiki/File%3ADimitrani.jpg
3056,Κακή Βίγλα,Kaki Vigla,attica-salamina,Salamina,argosaronic,accepted,2026-06-28T13:25:28.670Z,"Commons file description identifies another view of Kaki Vigla Beach, Salamina; visual QA shows the Kaki Vigla shoreline.",1,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Kaki%20vigla%2002.JPG&width=800,https://commons.wikimedia.org/wiki/File%3AKaki%20vigla%2002.JPG
3057,Κύριζα,Kyriza,attica-salamina,Salamina,argosaronic,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
3058,Ντουλάπι,Doulapi,attica-salamina,Salamina,argosaronic,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
3059,Πέρανι,Perani,attica-salamina,Salamina,argosaronic,accepted,2026-06-28T13:25:28.670Z,"Exact Commons title identifies Perani, Salamis; Commons category context lists it under beaches of Salamina and visual QA shows the beach.",1,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Perani%2C%20Salamis.jpg&width=800,https://commons.wikimedia.org/wiki/File%3APerani%2C%20Salamis.jpg
3060,Πόρτο Φίνο,Porto Fino,attica-salamina,Salamina,argosaronic,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",6,,
166,Αγία Μαρίνα,Agia Marina,attica-spetses,Spetses,argosaronic,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",7,,
170,Βρέλλος,Vrellos,attica-spetses,Spetses,argosaronic,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
171,Καΐκι,Kaiki,attica-spetses,Spetses,argosaronic,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",2,,
172,Καμάρες,Kamares,attica-spetses,Spetses,argosaronic,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",6,,
173,Κουζουνός,Kouzounos,attica-spetses,Spetses,argosaronic,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
178,Ακτή Αγάπης,Akti Agapis,attica-methana,Methana,argosaronic,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
180,Βοτσαλάκια,Votsalakia,attica-methana,Methana,argosaronic,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",8,,
181,Νήσιζα,Nisiza,attica-methana,Methana,argosaronic,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
183,Κράκαρης,Krakaris,attica-piraeus-area,Piraeus area,attica,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",8,,
185,Πλαζ Καλαμπάκα,Plaz Kalampaka,attica-piraeus-area,Piraeus area,attica,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",8,,
187,Ακρογιάλι,Akrogiali,attica-west-attica-mainland,West Attica,attica,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
191,Προσήλι,Prosili,attica-west-attica-mainland,West Attica,attica,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
193,Αγία Ειρήνη Καρύστου,Agia Irini Karystou,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
194,Αγία Ειρήνη Μαρμαρίου,Agia Irini Marmariou,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
198,Άγιος Βασίλειος,Agios Vasilios,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
199,Άγιος Δημήτριος,Agios Dimitrios,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
203,Ακρωτήρι,Akrotiri,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
205,Αλυκές,Alykes,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
208,Αρχάμπολη,Archampoli,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
209,Ατάλαντος,Atalantos,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
210,Βαθυχάντακο,Vathychantako,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
212,Βαρελλαίων,Varellaion,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
213,Βύθουρη,Vythouri,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
214,Γάιδαρος,Gaidaros,central-greece-evia,Evia,euboea,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",6,,
215,Γαλατάκι,Galataki,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
216,Γαλλίδα,Gallida,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
224,Κάβος,Kavos,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
226,Κακολίμανο,Kakolimano,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
228,Καλαμίτσι,Kalamitsi,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
231,Κατσούλι,Katsouli,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
232,Κεφάλα,Kefala,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
234,Κοκκινιάς,Kokkinias,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
239,Λάκα Σαραβάνου,Laka Saravanou,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
240,Λευκή Ακτή,Levki Akti,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
241,Λημνιώνας Μαρμαρίου,Limnionas Marmariou,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
242,Λιανή Άμμος Χαλκίδας,Liani Ammos Chalkidas,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
243,Λιανή Άμμος Πετριών,Liani Ammos Petrion,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
248,Λιμνιωνάκι,Limnionaki,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
249,Λιμνιώνας Ψαχνών,Limnionas Psachnon,central-greece-evia,Evia,euboea,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",2,,
250,Λινάρι,Linari,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
251,Λουτράκι Μπούρου,Loutraki Bourou,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
252,Μάγειρας,Magiras,central-greece-evia,Evia,euboea,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
