region,prefecture,place,index,name,beforeAccess,afterAccess,beforeConfidence,afterConfidence,beforeOrganized,afterOrganized,beforeSourceUrlCount,afterSourceUrlCount,actions
Attica,Islands (Saronic & Kythira),Kythira,2,Αμμούτσι,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,3,Καλόγεροι,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,4,Παραλία Καρπάθι,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,5,Παραλία Βλυχάδα,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,6,Ῥουτσούνας,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,7,Πλατιά Άμμος,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|added_organized_downgrade_note
Attica,Islands (Saronic & Kythira),Kythira,8,Παραλία Φούρνοι,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Attica,Islands (Saronic & Kythira),Kythira,9,Αγία Πατρικία,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,10,Παραλία Αγία Πελαγία,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:4|added_organized_downgrade_note
Attica,Islands (Saronic & Kythira),Kythira,11,Παραλια Φυρή Άμμος,passable_dirt_road,passable_dirt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Attica,Islands (Saronic & Kythira),Kythira,12,Παραλια Καλαμίτσι,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,13,Παραλία Λορέντζος,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,14,Παραλια Κακιά Λαγκάδα,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Attica,Islands (Saronic & Kythira),Kythira,15,Λίμνη (Αγίας Πελαγίας),hiking_path_easy,unknown,medium,low,false,false,0,0,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,16,Παραλία Λυγία,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,17,Παραλία Δίπορος,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,18,Πετρίτης,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,19,Άγιος Λευτέρης,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,20,Παραλία Λυκοδήμου,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Attica,Islands (Saronic & Kythira),Kythira,21,Διακόφτι,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|added_organized_downgrade_note
Attica,Islands (Saronic & Kythira),Kythira,23,Λιμνιώνας,passable_dirt_road,passable_dirt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Attica,Islands (Saronic & Kythira),Kythira,24,Παραλία Παλαιόπολη,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,25,Παραλία Λίμνη (Παλαιόπολη),asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,26,Παραλία Καλαδί,hiking_path_easy,unknown,medium,low,false,false,0,0,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,27,Παραλία Βλυχάδα,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,28,Κομπονάδα,passable_dirt_road,passable_dirt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Attica,Islands (Saronic & Kythira),Kythira,29,Φυρή Άμμος (Κάλαμος),passable_dirt_road,passable_dirt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Attica,Islands (Saronic & Kythira),Kythira,31,Κακόπετρα,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,32,Φελωτή,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,33,Λεφτό,hiking_path_easy,unknown,medium,low,false,false,0,0,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,34,Καψάλι,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:4|added_organized_downgrade_note
Attica,Islands (Saronic & Kythira),Kythira,35,Παραλία Σπαραγγάριο,hiking_path_easy,unknown,medium,low,false,false,0,0,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,36,Καψάλι Πίσω Γιαλός,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|added_organized_downgrade_note
Attica,Islands (Saronic & Kythira),Kythira,37,Κυριακουλου,hiking_path_easy,unknown,medium,low,false,false,0,0,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,38,Στενό Αυλάκι,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,39,Παραλία Χαλκός,passable_dirt_road,passable_dirt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Attica,Islands (Saronic & Kythira),Kythira,40,Βρουλέα,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Kythira,41,Ξεροπόταμος,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Methana,0,Ακτή Αγάπης,asphalt_road,asphalt_road,low,low,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Attica,Islands (Saronic & Kythira),Methana,2,Βοτσαλάκια,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Attica,Islands (Saronic & Kythira),Poros,0,Λιμανάκι της Αγάπης,asphalt_road,asphalt_road,low,low,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Poros,1,Άγιος Στέφανος,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Attica,Islands (Saronic & Kythira),Poros,2,Αλυκή,asphalt_road,asphalt_road,low,low,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Poros,4,Βαγιονιά,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Attica,Islands (Saronic & Kythira),Poros,6,Μεγάλο Νεώριο,asphalt_road,asphalt_road,low,low,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Poros,7,Μικρό Νεώριο,asphalt_road,asphalt_road,low,low,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Poros,10,Πλάκα,asphalt_road,asphalt_road,low,low,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Salamina,0,Μικρό Λαμπρανό,hiking_path_easy,unknown,low,low,false,false,0,0,access:hiking_path_easy->unknown|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Salamina,1,Παραλία Αγίου Νικολάου,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Attica,Islands (Saronic & Kythira),Salamina,2,Παραλία Κανάκια,asphalt_road,asphalt_road,low,low,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Spetses,2,Άγιοι Ανάργυροι,asphalt_road,asphalt_road,low,low,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Spetses,3,Άγιος Μάμας,asphalt_road,asphalt_road,low,low,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Spetses,6,Καμάρες,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Spetses,7,Κουζουνός,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Spetses,8,Λιγονέρι,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Attica,Islands (Saronic & Kythira),Spetses,9,Μεγάλη Ζωγερία,asphalt_road,asphalt_road,low,low,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Spetses,10,Μικρή Ζωγεριά,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Attica,Islands (Saronic & Kythira),Spetses,11,Ξυλοκέριζα,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Attica,Piraeus,Piraeus area,0,Παραλία Περάματος,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Attica,Piraeus,Piraeus area,1,Κράκαρης,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Attica,Piraeus,Piraeus area,3,Πλαζ Καλαμπάκα,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Attica,West Attica,West Attica (mainland),0,Ακρογιάλι,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Attica,West Attica,West Attica (mainland),1,Παραλία Κινέτας,asphalt_road,asphalt_road,low,low,true,false,0,0,organized:true->false|removed_organized_amenities:3|added_organized_downgrade_note|added_low_evidence_note
Attica,West Attica,West Attica (mainland),2,Παραλία Πόρτο Γερμενό,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Attica,West Attica,West Attica (mainland),3,Παραλία Πόρτο Γερμενό (νότιο τμήμα),asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Attica,West Attica,West Attica (mainland),4,Προσήλι,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Greece,Evia,Evia,0,Αγία Ειρήνη,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Central Greece,Evia,Evia,1,Αγία Ειρήνη,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Central Greece,Evia,Evia,2,Αγία Παρασκευή,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Central Greece,Evia,Evia,3,Άγιος Αθανάσιος,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Central Greece,Evia,Evia,4,Άγιος Αντώνιος,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Central Greece,Evia,Evia,5,Άγιος Βασίλειος,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Central Greece,Evia,Evia,6,Άγιος Δημήτριος,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Central Greece,Evia,Evia,7,Άγιος Μηνάς,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Central Greece,Evia,Evia,8,Άγιος Νικόλαος,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Central Greece,Evia,Evia,9,Αγκάλη,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Central Greece,Evia,Evia,10,Ακρωτήρι,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Central Greece,Evia,Evia,11,Ακτή Βουβάλι,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Greece,Evia,Evia,13,Ανεμάκι,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Greece,Evia,Evia,14,Αράλιμος,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
