id,beach,region,file,license,author,sourcePageUrl,imageUrl,metadataStatus,batch,verificationNote
111,Kalami,Kythira,Kalami beach in Kythira.jpg,CC BY-SA 4.0,Alexey Komarov,https://commons.wikimedia.org/wiki/File%3AKalami%20beach%20in%20Kythira.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Kalami%20beach%20in%20Kythira.jpg&width=800,candidate-report-verified,tenth-pass,Exact Commons title identifies Kalami beach in Kythira; visual QA shows the beach cove.
144,Kapsali,Kythira,KYTHIRA Kapsali.jpg,CC BY-SA 4.0,Ioannis Fakis,https://commons.wikimedia.org/wiki/File%3AKYTHIRA%20Kapsali.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/KYTHIRA%20Kapsali.jpg&width=800,candidate-report-verified,twenty-fourth-pass,Commons categories identify Kapsali (Kythira); visual QA shows the beach and Kapsali settlement.
149,Paralia Chalkos,Kythira,Beach - Chalkos - Kythira - Greece - 2018.09.01 17.35.05.518 001.JPG,CC BY-SA 4.0,Dionisio Calucci,https://commons.wikimedia.org/wiki/File%3ABeach%20-%20Chalkos%20-%20Kythira%20-%20Greece%20-%202018.09.01%2017.35.05.518%20001.JPG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Beach%20-%20Chalkos%20-%20Kythira%20-%20Greece%20-%202018.09.01%2017.35.05.518%20001.JPG&width=800,candidate-report-verified,twenty-fourth-pass,Commons description/title identify Beach - Chalkos - Kythira; visual QA shows the beach.
156,Vagionia,Poros,Vagionia beach - View from Sanctuary of Poseidon Kalaureia.JPG,CC BY-SA 4.0,Schuppi,https://commons.wikimedia.org/wiki/File:Vagionia_beach_-_View_from_Sanctuary_of_Poseidon_Kalaureia.JPG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Vagionia%20beach%20-%20View%20from%20Sanctuary%20of%20Poseidon%20Kalaureia.JPG&width=800,commons-api,,Exact Commons file title identifies Vagionia beach; visual QA shows the bay/beach.
168,Agii Anargyri,Spetses,"Agioi Anargyri Beach on Spetses island, Greece (48760371697).jpg",CC BY 2.0,dronepicr,https://commons.wikimedia.org/wiki/File%3AAgioi%20Anargyri%20Beach%20on%20Spetses%20island%2C%20Greece%20(48760371697).jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Agioi%20Anargyri%20Beach%20on%20Spetses%20island%2C%20Greece%20(48760371697).jpg&width=800,candidate-report-verified,sixth-pass,Exact Commons title identifies Agioi Anargyri Beach on Spetses; Commons geotag is 75m from the beach record and visual QA shows the beach.
176,Mikri Zogeria,Spetses,"Top-down aerial of Zogeria Beach on Spetses, Greece (48759807103).jpg",CC BY 2.0,dronepicr,https://commons.wikimedia.org/wiki/File%3ATop-down%20aerial%20of%20Zogeria%20Beach%20on%20Spetses%2C%20Greece%20(48759807103).jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Top-down%20aerial%20of%20Zogeria%20Beach%20on%20Spetses%2C%20Greece%20(48759807103).jpg&width=800,candidate-report-verified,sixth-pass,Commons title identifies Zogeria Beach on Spetses; Commons geotag is 45m from the Mikri Zogeria record and visual QA shows the cove/beach.
249,Limnionas Psachnon,Evia,XEN LIMNIONAS.jpg,CC BY-SA 4.0,Billy xen,https://commons.wikimedia.org/wiki/File%3AXEN%20LIMNIONAS.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/XEN%20LIMNIONAS.jpg&width=800,candidate-report-verified,twenty-eighth-pass,"Commons Beaches of Dirfys-Messapia category and title identify Limnionas in central/north Evia; app record sources identify Limnionas Psachnon in this municipality, and visual QA shows the cove/shoreline."
292,Potami Karystou,Evia,Potami beach.jpeg,CC BY-SA 3.0,Aragoz,https://commons.wikimedia.org/wiki/File%3APotami%20beach.jpeg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Potami%20beach.jpeg&width=800,candidate-report-verified,thirteenth-pass,Commons Greek description identifies Potami beach in southern Euboea; visual QA shows the beach.
357,Vivos,Fthiotida,Ο Βίβος.jpg,CC BY-SA 3.0,Ηλίας Κ. Καρέντζος,https://commons.wikimedia.org/wiki/File%3A%CE%9F%20%CE%92%CE%AF%CE%B2%CE%BF%CF%82.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/%CE%9F%20%CE%92%CE%AF%CE%B2%CE%BF%CF%82.jpg&width=800,candidate-report-verified,twenty-fifth-pass,Commons category Proskynas is under Phthiotis Regional Unit; visual QA shows the Vivos shoreline/beach.
379,Agios Georgios,Ammouliani / Halkidiki,Ammouliani Agios Georgios,by-sa 2.0,dimsis,https://www.flickr.com/photos/62001345@N00/3696698003,https://live.staticflickr.com/3557/3696698003_021dbf57af_b.jpg,candidate-report-verified,second-pass,Openverse/Flickr CC photo title identifies Ammouliani Agios Georgios; visual QA shows the beach.
380,Agios Nikolaos,Halkidiki,Pirgos Beach Agios Nikolaos Chalkidiki 001.jpg,CC BY-SA 3.0,Christaras A,https://commons.wikimedia.org/wiki/File%3APirgos%20Beach%20Agios%20Nikolaos%20Chalkidiki%20001.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Pirgos%20Beach%20Agios%20Nikolaos%20Chalkidiki%20001.jpg&width=800,candidate-report-verified,twenty-seventh-pass,"Commons Beaches of Chalkidiki category and exact title identify Pirgos Beach at Agios Nikolaos, Chalkidiki; visual QA shows the beach."
393,Dimotiki Plaz 3,Ierissos / Halkidiki,Јерисос - panoramio.jpg,CC BY 3.0,Саша Шљукић,https://commons.wikimedia.org/wiki/File%3A%D0%88%D0%B5%D1%80%D0%B8%D1%81%D0%BE%D1%81%20-%20panoramio.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/%D0%88%D0%B5%D1%80%D0%B8%D1%81%D0%BE%D1%81%20-%20panoramio.jpg&width=800,candidate-report-verified,second-pass,Commons geotag 120m at Ierissos municipal beach area; visual QA shows the shoreline.
425,Megali Ammos,Halkidiki,"Megali Ammos Beach, Ammouliani.jpg",CC BY-SA 4.0,DocWoKav,https://commons.wikimedia.org/wiki/File%3AMegali%20Ammos%20Beach%2C%20Ammouliani.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Megali%20Ammos%20Beach%2C%20Ammouliani.jpg&width=800,candidate-report-verified,fourteenth-pass,"Commons title and description identify Megali Ammos Beach, Ammouliani; visual QA shows the beach."
448,Tourkolimnionas,Halkidiki,"Tourkolimano Beach, Sykia, Chalkidiki, Greece.jpg",CC BY-SA 2.0,ale3andro,https://commons.wikimedia.org/wiki/File%3ATourkolimano%20Beach%2C%20Sykia%2C%20Chalkidiki%2C%20Greece.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Tourkolimano%20Beach%2C%20Sykia%2C%20Chalkidiki%2C%20Greece.jpg&width=800,candidate-report-verified,fourteenth-pass,"Commons description identifies Tourkolimano Beach, Sykia, Chalkidiki; matched to Tourkolimnionas and visual QA shows the beach."
454,Voulitsa,Halkidiki,102 voulitsa.JPG,Public domain,Chryspan at English Wikipedia,https://commons.wikimedia.org/wiki/File%3A102%20voulitsa.JPG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/102%20voulitsa.JPG&width=800,candidate-report-verified,fourteenth-pass,"Commons filename identifies Voulitsa and description places the beach at Nea Roda, Chalkidiki; visual QA shows the sandy beach."
467,Paralia Toronis,Halkidiki,La spiaggia - panoramio (10).jpg,CC BY 3.0,Itto Ogami,https://commons.wikimedia.org/wiki/File%3ALa%20spiaggia%20-%20panoramio%20(10).jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/La%20spiaggia%20-%20panoramio%20(10).jpg&width=800,candidate-report-verified,second-pass,Commons geotag 311m on Toroni beach strip; visual QA shows the Toroni shoreline.
479,Paralia Agiou Mama,Halkidiki,"Agios Mamas beach, May 2015.jpg",CC BY-SA 3.0,Aristolaos,https://commons.wikimedia.org/wiki/File%3AAgios%20Mamas%20beach%2C%20May%202015.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Agios%20Mamas%20beach%2C%20May%202015.jpg&width=800,candidate-report-verified,fourteenth-pass,Commons description identifies Agios Mamas beach in Chalkidiki; visual QA shows the beach skyline.
594,Chrysi Akti,Chania,Παραλία Χρυσή Ακτή Χανίων.jpg,CC BY-SA 4.0,Cretan2014,https://commons.wikimedia.org/wiki/File%3A%CE%A0%CE%B1%CF%81%CE%B1%CE%BB%CE%AF%CE%B1%20%CE%A7%CF%81%CF%85%CF%83%CE%AE%20%CE%91%CE%BA%CF%84%CE%AE%20%CE%A7%CE%B1%CE%BD%CE%AF%CF%89%CE%BD.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/%CE%A0%CE%B1%CF%81%CE%B1%CE%BB%CE%AF%CE%B1%20%CE%A7%CF%81%CF%85%CF%83%CE%AE%20%CE%91%CE%BA%CF%84%CE%AE%20%CE%A7%CE%B1%CE%BD%CE%AF%CF%89%CE%BD.jpg&width=800,candidate-report-verified,fifteenth-pass,Commons filename/description identify Chrysi Akti beach west of Chania; visual QA shows the sandy beach.
664,Glykos Kolympos,Heraklion / Crete,DRT 0331 Γλυκός Κόλυμπος.jpg,CC BY-SA 4.0,Dretakis Manolis,https://commons.wikimedia.org/wiki/File%3ADRT%200331%20%CE%93%CE%BB%CF%85%CE%BA%CF%8C%CF%82%20%CE%9A%CF%8C%CE%BB%CF%85%CE%BC%CF%80%CE%BF%CF%82.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/DRT%200331%20%CE%93%CE%BB%CF%85%CE%BA%CF%8C%CF%82%20%CE%9A%CF%8C%CE%BB%CF%85%CE%BC%CF%80%CE%BF%CF%82.jpg&width=800,candidate-report-verified,fifth-pass,Exact Greek Commons title Glykos Kolympos; visual QA shows the rocky cove and water.
670,Sarantari,Heraklion / Crete,Hersonisos-25.jpg,CC BY-SA 4.0,Stegop,https://commons.wikimedia.org/wiki/File%3AHersonisos-25.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Hersonisos-25.jpg&width=800,candidate-report-verified,fifth-pass,Commons page describes a beach north of Limenas Chersonisou with camera coordinates matching Sarantari; visual QA shows the beach.
677,Geropotamos,Rethymno / Crete,"Geropotamos, Greece - panoramio (5).jpg",CC BY 3.0,Daniel Șuteu,https://commons.wikimedia.org/wiki/File%3AGeropotamos%2C%20Greece%20-%20panoramio%20(5).jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Geropotamos%2C%20Greece%20-%20panoramio%20(5).jpg&width=800,candidate-report-verified,fifth-pass,"Commons title Geropotamos, Greece and geotag 216m; visual QA shows the Geropotamos cove/shoreline."
713,Chochlakas,Rethymno / Crete,Παραλία Χοχλακάς.jpg,CC BY-SA 4.0,Eleni Roussou,https://commons.wikimedia.org/wiki/File%3A%CE%A0%CE%B1%CF%81%CE%B1%CE%BB%CE%AF%CE%B1%20%CE%A7%CE%BF%CF%87%CE%BB%CE%B1%CE%BA%CE%AC%CF%82.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/%CE%A0%CE%B1%CF%81%CE%B1%CE%BB%CE%AF%CE%B1%20%CE%A7%CE%BF%CF%87%CE%BB%CE%B1%CE%BA%CE%AC%CF%82.jpg&width=800,candidate-report-verified,fifth-pass,Exact Greek Commons title Paralia Chochlakas; visual QA shows the beach.
714,Livadi beach,Rethymno / Crete,Plage à Bali en Crète.JPG,CC0,Benoît Prieur,https://commons.wikimedia.org/wiki/File%3APlage%20%C3%A0%20Bali%20en%20Cr%C3%A8te.JPG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Plage%20%C3%A0%20Bali%20en%20Cr%C3%A8te.JPG&width=800,candidate-report-verified,fifth-pass,"Commons geotag 202m in Bali, Rethymno and title Plage ? Bali en Cr?te; visual QA shows the beach corresponding to the Livadi/Bali beach area."
786,Ammolofi,Kavala mainland,Ammolofoi Beach.jpg,CC BY-SA 4.0,Georgios K. Kleitsiotis,https://commons.wikimedia.org/wiki/File:Ammolofoi_Beach.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Ammolofoi%20Beach.jpg&width=800,commons-api,,Exact Commons file title identifies Ammolofoi Beach; visual QA shows beach dunes and shoreline.
815,Metallia,Thasos,Metalia Beach Thasos.jpg,CC BY-SA 4.0,DocWoKav,https://commons.wikimedia.org/wiki/File%3AMetalia%20Beach%20Thasos.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Metalia%20Beach%20Thasos.jpg&width=800,candidate-report-verified,twenty-sixth-pass,Commons category Metallia Beach is under Beaches of Thasos / Metallia Bay; visual QA shows the beach.
854,Skala Sotiros,Thasos,Olives trees at Scala Sotiros.jpg,CC BY-SA 4.0,DocWoKav,https://commons.wikimedia.org/wiki/File%3AOlives%20trees%20at%20Scala%20Sotiros.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Olives%20trees%20at%20Scala%20Sotiros.jpg&width=800,candidate-report-verified,twentieth-pass,"Commons description identifies Beach Scala Sotiros, Thasos; visual QA shows the shoreline/beach."
866,Alonaki Fanariou,Preveza,"Alonaki Beach, Preveza. Photo Harry Gouvas.jpg",CC BY-SA 4.0,Harrygouvas,https://commons.wikimedia.org/wiki/File%3AAlonaki%20Beach%2C%20Preveza.%20Photo%20Harry%20Gouvas.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Alonaki%20Beach%2C%20Preveza.%20Photo%20Harry%20Gouvas.jpg&width=800,candidate-report-verified,seventeenth-pass,"Commons filename/category identify Alonaki Beach, Preveza; visual QA shows the beach cove."
881,Paralia Mytika,Preveza,"Παραλία Φάρος, Μύτικας Πρέβεζας.jpg",CC BY-SA 4.0,Christina Kalamida,https://commons.wikimedia.org/wiki/File%3A%CE%A0%CE%B1%CF%81%CE%B1%CE%BB%CE%AF%CE%B1%20%CE%A6%CE%AC%CF%81%CE%BF%CF%82%2C%20%CE%9C%CF%8D%CF%84%CE%B9%CE%BA%CE%B1%CF%82%20%CE%A0%CF%81%CE%AD%CE%B2%CE%B5%CE%B6%CE%B1%CF%82.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/%CE%A0%CE%B1%CF%81%CE%B1%CE%BB%CE%AF%CE%B1%20%CE%A6%CE%AC%CF%81%CE%BF%CF%82%2C%20%CE%9C%CF%8D%CF%84%CE%B9%CE%BA%CE%B1%CF%82%20%CE%A0%CF%81%CE%AD%CE%B2%CE%B5%CE%B6%CE%B1%CF%82.jpg&width=800,candidate-report-verified,twenty-fifth-pass,"Commons Beaches of Preveza category and exact Greek title identify Faros beach at Mytikas, Preveza; visual QA shows the beach."
937,Galiskari Beach,Corfu,"Gialiskari Bay and Beach in Corfu, Greece (53698023643).jpg",CC BY 2.0,dronepicr,https://commons.wikimedia.org/wiki/File%3AGialiskari%20Bay%20and%20Beach%20in%20Corfu%2C%20Greece%20(53698023643).jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Gialiskari%20Bay%20and%20Beach%20in%20Corfu%2C%20Greece%20(53698023643).jpg&width=800,candidate-report-verified,thirteenth-pass,Exact Commons title identifies Gialiskari/Galiskari Bay and Beach in Corfu; visual QA shows the beach.
947,Marathias beach,Corfu,Marathias Strand.JPG,CC BY-SA 3.0,Hombre,https://commons.wikimedia.org/wiki/File%3AMarathias%20Strand.JPG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Marathias%20Strand.JPG&width=800,candidate-report-verified,thirteenth-pass,Commons category and title identify Marathias beach in Corfu; visual QA shows the sandy beach.
948,Moraitika Beach,Corfu,Beachlife Moraitika.JPG,CC BY-SA 3.0,Hombre,https://commons.wikimedia.org/wiki/File%3ABeachlife%20Moraitika.JPG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Beachlife%20Moraitika.JPG&width=800,candidate-report-verified,thirteenth-pass,Commons description identifies Moraitika Beach beach life; visual QA shows the beach.
954,Agios Stefanos,Corfu,"Agios Stefanos, Korfu.jpg",CC BY 2.5,Ondřej Žváček,https://commons.wikimedia.org/wiki/File%3AAgios%20Stefanos%2C%20Korfu.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Agios%20Stefanos%2C%20Korfu.jpg&width=800,candidate-report-verified,eighteenth-pass,Commons description/categories identify Agios Stefanos on northwest Corfu and Beaches of Corfu; visual QA shows the beach.
979,Paralia Agios Gordis,Corfu,Corfu Agios Gordis R01.jpg,CC BY 3.0,Marc Ryckaert (MJJR),https://commons.wikimedia.org/wiki/File%3ACorfu%20Agios%20Gordis%20R01.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Corfu%20Agios%20Gordis%20R01.jpg&width=800,candidate-report-verified,twenty-first-pass,Commons description/categories identify Agios Gordis/Gordios on Corfu; visual QA shows the beach and settlement.
982,Paralia Ermones,Corfu,Hotel strand ermones corfu - 9.jpg,CC0,Z thomas,https://commons.wikimedia.org/wiki/File%3AHotel%20strand%20ermones%20corfu%20-%209.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Hotel%20strand%20ermones%20corfu%20-%209.jpg&width=800,candidate-report-verified,second-pass,Commons geotag 39m and title Ermones Corfu beach/strand; visual QA shows Ermones bay beach.
987,Paralia Gardeno,Corfu,Gardeno Sandstrand.jpg,CC BY-SA 4.0,Allesineinem,https://commons.wikimedia.org/wiki/File%3AGardeno%20Sandstrand.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Gardeno%20Sandstrand.jpg&width=800,candidate-report-verified,thirteenth-pass,"Commons description identifies Gardenos/Gardeno sand beach near Lefkimmi, Corfu; visual QA shows the beach."
990,Paralia Kanoulas,Corfu,1 1 kanoula beach july 2025 u z (1).jpg,CC0,GinoOnassis,https://commons.wikimedia.org/wiki/File%3A1%201%20kanoula%20beach%20july%202025%20u%20z%20(1).jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/1%201%20kanoula%20beach%20july%202025%20u%20z%20(1).jpg&width=800,candidate-report-verified,twenty-sixth-pass,Commons category Kanoula Beach is under Lefkimmi (Corfu); visual QA shows the beach.
996,Paralia Longas,Corfu,Corfu September 2009 - Logas Beach - panoramio - maczopikczu (2).jpg,CC BY 3.0,maczopikczu,https://commons.wikimedia.org/wiki/File%3ACorfu%20September%202009%20-%20Logas%20Beach%20-%20panoramio%20-%20maczopikczu%20(2).jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Corfu%20September%202009%20-%20Logas%20Beach%20-%20panoramio%20-%20maczopikczu%20(2).jpg&width=800,candidate-report-verified,second-pass,Commons geotag 30m and title Logas Beach; visual QA shows the Longas/Logas cliff beach.
1003,Paralia Stelari,Corfu,1 stelari beach on july 2025.jpg,CC0,GinoOnassis,https://commons.wikimedia.org/wiki/File%3A1%20stelari%20beach%20on%20july%202025.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/1%20stelari%20beach%20on%20july%202025.jpg&width=800,candidate-report-verified,twenty-sixth-pass,Commons category Stelari beach is under Beaches of Corfu / Palaiokastritsa; visual QA shows the beach.
1007,Paralia Gyali,Corfu,Giali Beach (167655355).jpeg,CC BY 3.0,Romanos Kalamatianos,https://commons.wikimedia.org/wiki/File%3AGiali%20Beach%20(167655355).jpeg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Giali%20Beach%20(167655355).jpeg&width=800,candidate-report-verified,thirteenth-pass,Commons description identifies Giali Beach on the western shore of Corfu; visual QA shows the beach/cove.
1117,Paralia Agia Ierousalim,Kefalonia,Aghia Jerusalem Fae390.jpg,CC BY-SA 3.0,Fæ,https://commons.wikimedia.org/wiki/File%3AAghia%20Jerusalem%20Fae390.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Aghia%20Jerusalem%20Fae390.jpg&width=800,candidate-report-verified,third-pass,Commons geotag 62m and Aghia Jerusalem filename match the beach; visual QA shows the shoreline and swimmers.
1146,Agios Ioannis,Lefkada,Lefkada agios ioannis.jpg,Public domain,magrolino[1],https://commons.wikimedia.org/wiki/File%3ALefkada%20agios%20ioannis.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Lefkada%20agios%20ioannis.jpg&width=800,candidate-report-verified,twenty-second-pass,Commons description/categories identify Agios Ioannis Beach in Lefkada; visual QA shows the beach/coastline.
1161,Kastro,Lefkada,Kastro: beach,by 2.0,markhillary,https://www.flickr.com/photos/56087830@N00/4162987358,https://live.staticflickr.com/2669/4162987358_a7bf26e2de_b.jpg,candidate-report-verified,fourth-pass,Openverse/Flickr title Kastro: beach identifies the target beach area; visual QA shows the Kastro shoreline.
1163,Kaminia,Lefkada,Kaminia beach.JPG,CC BY-SA 4.0,Tony Esopi,https://commons.wikimedia.org/wiki/File%3AKaminia%20beach.JPG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Kaminia%20beach.JPG&width=800,candidate-report-verified,fourth-pass,Exact Commons title Kaminia beach; visual QA shows the pebbly shoreline and water.
1183,Alykanas,Zakynthos,<div class='fn'> Alykanas Beach Zakynthos</div>,by 3.0,Viktória Nižninská,https://commons.wikimedia.org/w/index.php?curid=71347683,https://upload.wikimedia.org/wikipedia/commons/8/8c/Alykanas_Beach_Zakynthos_%28233823075%29.jpeg,candidate-report-verified,fourth-pass,Exact Openverse/Wikimedia title identifies Alykanas Beach Zakynthos; accepted on source metadata after direct image probe was temporarily rate-limited.
1204,Levki Paralia,Zakynthos,"Unnamed Road, Zakinthos 290 91, Greece - panoramio (9).jpg",CC BY-SA 3.0,Andreas Alexandris,https://commons.wikimedia.org/wiki/File%3AUnnamed%20Road%2C%20Zakinthos%20290%2091%2C%20Greece%20-%20panoramio%20(9).jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Unnamed%20Road%2C%20Zakinthos%20290%2091%2C%20Greece%20-%20panoramio%20(9).jpg&width=800,candidate-report-verified,fourth-pass,Commons geotag 19m at the beach coordinate; visual QA shows the white cliff beach and turquoise water.
1205,Makrys Gialos,Zakynthos,"Unnamed Road, Zakinthos 290 91, Greece - panoramio (6).jpg",CC BY 3.0,Andris Malygin,https://commons.wikimedia.org/wiki/File%3AUnnamed%20Road%2C%20Zakinthos%20290%2091%2C%20Greece%20-%20panoramio%20(6).jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Unnamed%20Road%2C%20Zakinthos%20290%2091%2C%20Greece%20-%20panoramio%20(6).jpg&width=800,candidate-report-verified,fourth-pass,Commons geotag 28m at Makrys Gialos; visual QA shows the beach and shoreline.
1261,Komi,Chios,Komi beach.jpg,CC BY-SA 3.0,Ailinaleixo,https://commons.wikimedia.org/wiki/File%3AKomi%20beach.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Komi%20beach.jpg&width=800,candidate-report-verified,fifteenth-pass,Exact Commons title identifies Komi beach; Commons category places it under beaches of Chios and visual QA shows the beach.
